society,property_type,sector,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,servant room,pooja room,store room,study room,others,furniture_labels,luxury_score,latitude,longitude
unitech nirvana birch court,house,sector 50,7.1,31481.0,3,3,3,1.0,moderately new,2255.31,1,0,0,0,0,0,35,28.4178,77.0628
puri diplomatic greens,flat,sector 111,3.45,11694.0,4,5,3+,8.0,relatively new,2670.0,1,0,0,0,0,0,51,28.5238,77.032
sidhivinayak apartments,flat,sector 55,1.9,10555.0,4,3,3+,6.0,moderately new,2000.0,0,1,0,0,0,1,35,28.4281,77.11
independent,house,sector 4,0.85,7522.0,3,3,0,1.0,relatively new,1130.0,0,0,0,0,0,0,0,28.4738,77.0107
chd avenue,flat,sector 71,0.95,7917.0,2,2,No,12.0,relatively new,1200.0,0,0,0,0,0,0,0,28.4104,77.0281
independent,house,sector 105,0.38,8444.0,2,2,2,1.0,relatively new,56.0,0,0,0,0,0,0,0,28.4952,77.0114
m3m the marina,flat,sector 68,2.22,14322.0,3,2,3,8.0,relatively new,1403.0,0,0,0,0,0,0,35,28.3853,77.0484
experion windchants,house,sector 112,7.99,12519.0,4,6,3,2.0,new property,6382.0,1,1,1,0,0,2,91,28.5189,77.0183
ansal height 86,flat,sector 86,0.8,5882.0,2,2,No,8.0,relatively new,1360.0,0,0,0,0,0,0,0,28.3986,76.9384
ireo the grand arch,flat,sector 58,4.85,16934.0,4,5,3,4.0,relatively new,3182.0,1,1,0,1,1,2,35,28.42,77.1105
international city by sobha phase 1,house,sector 109,5.75,16428.0,4,4,2,3.0,relatively new,4800.0,1,0,0,0,0,0,108,28.5073,77.0089
signature global city 63a,flat,sector 63a,1.4,11336.0,2,2,2,10.0,relatively new,1372.0,0,0,0,0,1,0,0,28.3923,77.0888
unitech uniworld resorts,house,sector 33,11.5,24573.0,5,6,3+,4.0,relatively new,4680.0,1,0,0,0,0,0,75,28.442,77.0207
eden landmark,flat,manesar,0.5,3847.0,2,2,No,6.0,under construction,1300.0,0,0,0,0,0,0,0,28.3515,76.9428
emaar mgf emerald floors premier,flat,sector 65,2.24,13575.0,3,3,3,2.0,relatively new,1833.0,1,0,0,1,0,0,29,28.403,77.069
dlf the ultima,flat,sector 81,2.4,11257.0,3,3,2,10.0,relatively new,1800.0,1,0,0,0,0,1,136,28.3867,76.9485
independent,house,sector 43,27.5,24366.0,6,7,3+,3.0,relatively new,11286.0,1,1,0,1,1,2,28,28.4629,77.0772
dlf new town heights,flat,sector 90,1.15,5958.0,3,3,3+,10.0,relatively new,1747.0,1,1,0,0,0,0,66,28.4085,76.9369
chd avenue,flat,sector 71,0.82,7083.0,2,2,2,4.0,moderately new,1086.0,0,0,0,0,0,0,0,28.4104,77.0281
ireo victory valley,flat,sector 67,3.05,16266.0,3,4,2,8.0,relatively new,2200.0,1,0,0,1,0,2,127,28.3859,77.0608
independent,house,sector 31,4.25,26235.0,5,5,3+,3.0,moderately new,1619.97,0,1,1,0,0,2,51,28.4528,77.0498
independent,house,sector 14,7.5,16600.0,3,3,2,1.0,old property,4518.0,1,1,0,1,0,2,27,28.4711,77.0454
central park flower valley aqua front towers,flat,sector 33,2.1,11738.0,3,3,2,10.0,under construction,1619.0,0,0,0,0,0,0,16,28.442,77.0207
tulip white,flat,sector 69,0.9,6787.0,3,2,3,8.0,relatively new,1473.0,0,1,0,0,0,0,99,28.3966,77.0341
signature global orchard avenue,flat,sector 93,0.85,14237.0,2,2,No,6.0,relatively new,597.0,0,0,0,0,0,0,0,28.4153,76.9326
emaar digihomes,flat,sector 62,3.95,15262.0,3,3,3,2.0,new property,2876.0,1,0,0,0,0,2,35,28.4139,77.0886
ss the leaf,flat,sector 85,1.09,6661.0,2,2,3,4.0,relatively new,1475.0,0,0,0,0,0,0,35,28.4042,76.9513
ss the leaf,flat,sector 85,1.3,10483.0,2,2,3+,8.0,relatively new,1491.0,0,0,1,0,0,0,119,28.4042,76.9513
independent,house,sector 3,0.9,8928.0,3,1,0,1.0,relatively new,1008.0,0,0,0,0,0,0,0,28.4909,77.0176
umang winter hills,flat,sector 77,1.0,7500.0,2,2,2,8.0,new property,1489.0,0,0,0,0,0,0,52,28.3801,76.9845
bestech park view sanskruti,flat,sector 92,1.55,7769.0,3,4,3,2.0,relatively new,1805.0,1,0,0,0,0,0,35,28.4079,76.9153
central park resorts,flat,sector 48,3.65,15240.0,3,3,3+,6.0,relatively new,2395.01,0,0,0,0,1,2,128,28.4177,77.0359
ats kocoon,flat,sector 109,2.15,10262.0,3,4,3,8.0,relatively new,1896.0,1,0,0,0,0,0,73,28.5073,77.0089
m3m woodshire,flat,sector 107,1.4,5929.0,3,4,3+,10.0,relatively new,2137.0,1,0,0,0,0,0,88,28.5052,76.9729
ats triumph,flat,sector 104,2.55,13076.0,4,4,3+,8.0,relatively new,2509.0,1,0,0,0,0,0,121,28.4788,76.996
independent,house,sector 7,0.66,12000.0,3,1,1,3.0,relatively new,550.0,0,0,0,0,1,0,22,28.4644,77.0143
godrej habitat,flat,sector 3,1.25,8656.0,2,2,3,8.0,relatively new,1161.0,0,0,0,0,0,0,23,28.4909,77.0176
experion the heartsong,flat,sector 108,3.0,18392.0,4,5,3+,2.0,relatively new,2204.25,1,0,0,0,0,1,120,28.5134,76.983
vatika gurgaon,flat,sector 83,1.15,5808.0,3,3,2,4.0,relatively new,1350.0,1,1,1,1,0,2,127,28.3986,76.9647
ss the leaf,flat,sector 85,1.77,7350.0,3,4,3+,4.0,new property,2179.0,0,0,1,0,0,0,83,28.4042,76.9513
dlf regal gardens,flat,sector 90,1.65,7449.0,4,4,3+,4.0,relatively new,1900.0,0,0,0,0,1,0,57,28.4085,76.9369
tulip leaf,flat,sector 69,2.07,11423.0,3,3,3,12.0,relatively new,1640.0,0,0,0,0,0,0,35,28.3966,77.0341
iffco nagar and 17b rwa,house,sector 17,3.5,24305.0,2,5,3,3.0,old property,1440.03,0,0,0,0,0,0,35,28.4791,77.0608
the lions cghs,flat,sector 56,2.0,8333.0,4,4,3,6.0,relatively new,2253.0,0,0,0,0,1,2,35,28.4245,77.0991
satya the hermitage,house,sector 103,3.15,6702.0,4,5,0,12.0,relatively new,4700.0,0,0,0,0,0,0,61,28.4949,76.9845
parsvnath green ville,flat,sector 48,1.5,8787.0,3,3,3,12.0,old property,1600.0,0,0,0,0,0,2,97,28.4177,77.0359
ansal heights 86,flat,sector 86,1.3,4666.0,4,6,2,10.0,new property,2521.0,1,0,0,0,1,0,69,28.3986,76.9384
dlf the skycourt,flat,sector 86,1.35,6998.0,3,3,1,10.0,relatively new,1746.0,0,0,0,0,0,0,93,28.3986,76.9384
m3m woodshire,flat,sector 107,1.49,6310.0,3,4,3+,10.0,relatively new,2137.0,1,0,1,0,0,2,136,28.5052,76.9729
pyramid urban homes 2,flat,sector 86,0.6,8000.0,3,2,2,2.0,new property,833.0,0,0,0,0,0,0,8,28.3986,76.9384
imperia the esfera,flat,sector 37c,0.85,5386.0,2,3,3,10.0,relatively new,1442.0,0,0,0,1,0,0,35,28.4515,76.9882
dlf regal gardens,flat,sector 90,1.25,7167.0,3,3,2,8.0,relatively new,1578.0,0,0,0,0,1,0,14,28.4085,76.9369
global hill view,flat,sector 11,0.36,5150.0,2,2,No,6.0,relatively new,699.0,0,0,0,0,0,0,0,28.4531,77.0202
anamika enclave,house,sector 12,6.0,14492.0,9,9,3+,3.0,old property,9000.0,0,0,0,0,0,0,0,28.4723,77.032
international city by sobha phase 2,house,sector 109,11.25,25000.0,7,5,3+,4.0,relatively new,4500.0,1,1,0,1,0,0,28,28.5073,77.0089
independent,house,sector 5,3.75,11029.0,5,5,3+,3.0,relatively new,3400.0,0,0,0,0,0,0,0,28.4794,77.0176
ats marigold,flat,sector 89,1.7,9714.0,3,3,3+,10.0,under construction,1944.0,0,0,0,1,0,0,43,28.4253,76.9439
emaar mgf emerald floors premier,flat,sector 65,2.75,13924.0,4,4,3,4.0,relatively new,1975.01,1,0,0,1,0,2,84,28.403,77.069
mapsko mount ville,flat,sector 79,1.3,8024.0,3,3,2,4.0,relatively new,1215.0,0,1,0,1,0,0,113,28.3624,76.9787
ss the leaf,flat,sector 85,1.12,6453.0,2,2,3,6.0,relatively new,1485.0,0,0,0,0,1,0,35,28.4042,76.9513
shapoorji pallonji joyville gurugram,flat,sector 102,1.4,11666.0,2,2,3,12.0,relatively new,1286.0,0,0,0,0,0,0,60,28.475,76.9715
independent,house,sector 41,9.0,27778.0,8,5,3+,3.0,old property,3240.0,1,1,1,0,0,2,21,28.4557,77.0632
supertech araville,flat,sector 79,1.0,6535.0,2,2,3,10.0,relatively new,1700.0,0,0,0,1,0,0,15,28.3624,76.9787
sare crescent parc royal greens phase 1,flat,sector 92,0.5,5000.0,2,2,3,2.0,relatively new,1000.0,0,0,0,0,0,0,0,28.4079,76.9153
sobha city,flat,sector 108,2.95,14727.0,3,4,2,12.0,relatively new,2003.12,0,0,0,0,0,0,35,28.5134,76.983
ats triumph,flat,sector 104,1.85,8078.0,3,3,3+,6.0,relatively new,2072.0,1,0,0,0,0,0,136,28.4788,76.996
kiran residency,flat,sector 56,1.55,7750.0,3,3,3+,8.0,old property,1800.0,1,1,0,0,1,0,128,28.4245,77.0991
godrej habitat,flat,sector 3,1.1,10410.0,2,2,2,4.0,under construction,956.0,0,0,0,0,0,0,60,28.4909,77.0176
dlf the skycourt,flat,sector 86,1.5,7776.0,3,3,1,10.0,relatively new,1550.0,0,0,0,0,0,0,121,28.3986,76.9384
ireo victory valley,flat,sector 67,3.15,12846.0,3,4,3+,8.0,relatively new,2219.0,1,1,0,0,0,2,120,28.3859,77.0608
corona optus,flat,sector 37c,1.22,6912.0,3,4,3,6.0,relatively new,1665.0,0,0,0,0,0,0,120,28.4515,76.9882
brisk lumbini terrace homes,flat,sector 109,1.5,6616.0,3,3,1,6.0,new property,2519.0,1,0,0,0,0,0,28,28.5073,77.0089
imperia the esfera,flat,sector 37c,0.86,4886.0,3,3,2,6.0,new property,1593.0,0,0,0,0,1,0,30,28.4515,76.9882
conscient heritage max,flat,sector 102,2.65,10375.0,4,5,3+,2.0,moderately new,2311.0,1,0,0,0,0,0,96,28.475,76.9715
godrej,flat,sector 79,1.28,8504.0,3,3,3,8.0,relatively new,1362.0,0,0,0,0,0,0,129,28.3624,76.9787
vipul world floors,flat,sector 48,4.3,13870.0,4,5,3+,8.0,new property,3444.0,1,1,0,1,0,0,80,28.4177,77.0359
tulip violet,flat,sector 69,1.68,10071.0,3,3,2,12.0,relatively new,1510.0,0,0,0,0,0,0,119,28.3966,77.0341
smart world gems,flat,sector 89,1.01,9156.0,2,2,2,2.0,relatively new,1226.0,0,0,0,1,0,0,23,28.4253,76.9439
bestech park view city,flat,sector 49,3.0,12589.0,4,4,3,6.0,moderately new,2200.0,1,1,0,0,0,2,103,28.4121,77.048
microtek greenburg,flat,sector 86,1.25,8445.0,3,4,3,6.0,relatively new,1339.0,0,0,0,1,0,0,35,28.3986,76.9384
indiabulls centrum park,flat,sector 103,1.9,5681.0,3,4,3+,10.0,relatively new,3716.0,1,1,0,1,1,2,35,28.4949,76.9845
shivaji nagar residential,house,sector 11,3.08,11407.0,6,4,2,1.0,relatively new,2700.0,0,0,0,0,0,0,0,28.4531,77.0202
ireo uptown,flat,sector 66,1.32,11442.0,2,2,2,2.0,relatively new,1048.0,0,0,0,0,0,0,30,28.3925,77.0541
elan the presidential,flat,sector 106,6.3,15384.0,5,6,3+,4.0,under construction,3797.0,0,0,0,0,0,2,54,28.5007,77.0003
shree vardhman flora,flat,sector 90,1.25,4854.0,4,4,3,2.0,relatively new,2861.0,0,1,0,1,0,0,136,28.4085,76.9369
the arzoo cghs,flat,sector 51,2.1,9130.0,4,4,3,4.0,relatively new,2300.0,0,0,0,0,0,0,45,28.432,77.0686
apex builders,flat,sector 37c,0.42,5600.0,2,2,2,4.0,relatively new,833.0,0,0,0,0,0,0,28,28.4515,76.9882
tulip monsella,flat,sector 53,7.4,33198.0,4,4,3,4.0,relatively new,2477.0,0,0,0,0,0,0,15,28.4433,77.0948
bptp terra,flat,sector 37d,1.5,8255.0,3,3,3,12.0,relatively new,1686.0,0,0,0,0,1,0,35,28.4478,76.9703
supertech araville,flat,sector 79,1.35,6940.0,3,3,3,8.0,relatively new,2161.0,0,0,0,0,0,0,0,28.3624,76.9787
raheja vanya,flat,sector 99a,0.59,3975.0,2,2,3,6.0,relatively new,1133.0,0,0,0,0,1,0,74,28.4561,76.9542
sare crescent parc royal greens phase 1,flat,sector 92,0.95,5007.0,4,5,3+,10.0,moderately new,1717.0,1,0,0,0,0,0,28,28.4079,76.9153
signature global solera,flat,sector 107,0.3,6134.0,2,2,1,2.0,relatively new,544.0,0,0,0,0,0,0,35,28.5052,76.9729
independent,house,sector 7,1.2,11194.0,2,4,2,3.0,relatively new,1072.0,0,0,0,0,0,0,0,28.4644,77.0143
independent,house,sector 25,4.45,32963.0,4,3,3+,2.0,moderately new,1350.0,0,0,1,0,0,0,67,28.4844,77.086
antriksh heights,flat,sector 84,0.84,4869.0,3,3,3+,2.0,new property,1561.0,0,1,0,0,0,0,45,28.3979,76.9736
vatika gurgaon,flat,sector 83,1.42,8875.0,4,4,3,6.0,relatively new,2000.0,1,0,0,1,0,0,81,28.3986,76.9647
pioneer park,flat,sector 61,1.6,11594.0,2,2,2,4.0,relatively new,1533.0,1,0,0,0,0,0,83,28.405,77.0963
mahindra aura,flat,sector 110,1.8,8814.0,3,3,3+,8.0,relatively new,1850.0,1,0,0,0,0,2,107,28.5145,77.0197
ambience creacions,flat,sector 22,4.8,19200.0,4,6,3+,8.0,new property,2778.0,1,1,0,0,0,1,35,28.5072,77.064
vipul tatvam villa,house,sector 48,7.69,24069.0,4,5,3,2.0,moderately new,3195.0,1,1,1,1,0,2,81,28.4177,77.0359
orchid petals,flat,sector 49,2.55,12318.0,3,4,3,6.0,relatively new,2060.0,0,0,0,1,0,2,35,28.4121,77.048
adani brahma samsara vilasa,flat,sector 63,4.49,14254.0,4,4,3+,10.0,new property,3149.99,0,0,0,0,0,2,79,28.3971,77.0867
sare homes,flat,sector 92,0.65,4587.0,3,3,2,4.0,relatively new,1574.0,0,0,0,0,0,0,6,28.4079,76.9153
ss the leaf,flat,sector 85,2.2,6934.0,4,5,3+,10.0,relatively new,2545.0,0,0,0,0,0,0,91,28.4042,76.9513
pareena mi casa,flat,sector 68,1.85,9310.0,3,3,3+,2.0,under construction,1798.0,0,0,0,0,0,0,38,28.3853,77.0484
dlf 76,flat,sector 37,4.0,11428.0,4,4,2,10.0,relatively new,3889.0,1,0,0,1,0,2,79,28.4375,76.9999
vatika gurgaon,flat,sector 83,1.33,5564.0,4,4,3,6.0,relatively new,2193.0,1,0,0,0,0,0,21,28.3986,76.9647
emaar gurgaon greens,flat,sector 102,1.5,9090.0,3,3,3,6.0,relatively new,1315.0,0,1,0,0,0,2,136,28.475,76.9715
ansal heights 86,flat,sector 86,0.67,5100.0,2,2,1,10.0,relatively new,1231.0,0,0,0,0,0,0,98,28.3986,76.9384
pioneer urban presidia,flat,sector 62,7.15,16486.0,4,5,3+,4.0,relatively new,3925.0,1,0,1,1,0,2,129,28.4139,77.0886
tata primanti,flat,sector 72,6.75,19285.0,4,4,3+,10.0,new property,4000.0,1,0,0,0,0,2,136,28.4225,77.0211
paras dews,flat,sector 106,1.28,7272.0,3,4,3+,6.0,relatively new,1186.0,1,0,0,0,0,0,35,28.5007,77.0003
la vida by tata housing,flat,sector 113,2.35,13352.0,3,4,3,6.0,relatively new,1930.0,1,0,0,0,0,0,136,28.5287,77.0233
mapsko casa bella,flat,sector 82,3.0,6134.0,4,6,3+,6.0,relatively new,4425.0,1,1,0,0,0,2,97,28.3935,76.96
experion the heartsong,flat,sector 108,0.98,13343.0,2,3,3,12.0,relatively new,978.223232,1,1,1,1,0,0,23,28.5134,76.983
m3m merlin,flat,sector 67,2.65,12945.0,3,3,3,8.0,relatively new,2047.12,0,0,0,0,1,2,136,28.3859,77.0608
independent,house,sector 57,8.31,24171.0,5,6,3+,4.0,old property,3438.0,1,1,1,1,0,0,22,28.4232,77.0752
pareena laxmi apartments,flat,sector 99a,0.32,6106.0,2,2,2,2.0,new property,473.0,0,0,0,0,0,0,45,28.4561,76.9542
independent,house,sector 54,3.75,26042.0,4,4,3,3.0,moderately new,1440.0,1,0,0,0,0,2,13,28.4348,77.1089
suncity avenue,flat,sector 102,0.47,8928.0,2,2,1,4.0,relatively new,582.0,0,0,1,0,0,0,113,28.475,76.9715
emaar mgf emerald floors premier,flat,sector 65,2.8,16969.0,3,3,3+,2.0,relatively new,1650.07,1,0,0,1,0,2,30,28.403,77.069
international city by sobha phase 2,house,sector 109,12.5,26667.0,5,6,3,3.0,relatively new,4500.0,1,1,1,1,0,0,49,28.5073,77.0089
the lions cghs,flat,sector 56,2.05,7884.0,4,4,3+,2.0,old property,2600.0,0,0,1,0,0,2,91,28.4245,77.0991
bestech park view residency,flat,sector 2,1.4,7865.0,3,3,3+,8.0,moderately new,1611.0,0,0,0,0,0,0,75,28.5095,77.032
experion the heartsong,flat,sector 108,0.98,13343.0,2,3,3,4.0,relatively new,978.23,0,0,0,1,0,0,106,28.5134,76.983
shree vardhman flora,flat,sector 90,0.65,4814.0,2,2,3,2.0,moderately new,1222.0,0,0,0,1,0,2,66,28.4085,76.9369
ats tourmaline,flat,sector 109,1.65,7674.0,3,3,3+,10.0,relatively new,1946.0,1,0,0,0,0,2,35,28.5073,77.0089
the close south,flat,sector 50,3.1,12444.0,3,4,3+,8.0,moderately new,2450.0,1,0,0,0,0,2,136,28.4178,77.0628
independent,house,sector 2,4.95,20370.0,6,5,3+,3.0,relatively new,2430.0,1,0,0,0,0,0,70,28.5095,77.032
emaar mgf emerald estate,flat,sector 65,1.75,12544.0,3,3,3,8.0,relatively new,1081.0,1,0,0,0,0,2,107,28.403,77.069
emaar mgf the palm drive,flat,sector 66,1.51,15130.0,2,2,2,2.0,relatively new,1188.0,0,1,0,0,0,2,74,28.3925,77.0541
indiabulls centrum park,flat,sector 103,1.34,7882.0,3,3,3+,12.0,relatively new,1725.0,1,1,1,1,0,2,30,28.4949,76.9845
orris aster court,flat,sector 85,0.9,5671.0,3,3,3,8.0,relatively new,1436.0,0,0,0,0,0,0,35,28.4042,76.9513
independent,house,sector 15,1.07,11888.0,2,2,1,1.0,old property,900.0,1,0,0,0,0,0,7,28.4621,77.0464
orris aster court premier,flat,sector 85,1.2,5660.0,3,4,2,8.0,relatively new,1650.0,1,0,0,0,0,0,28,28.4042,76.9513
independent,house,sector 4,0.55,4074.0,3,3,2,2.0,relatively new,1350.0,0,0,0,0,1,0,7,28.4738,77.0107
independent,house,manesar,2.0,14954.0,3,1,0,3.0,moderately new,1337.4,0,0,0,0,0,0,7,28.3515,76.9428
tarc maceo,flat,sector 91,1.8,7758.0,4,3,3+,6.0,relatively new,2578.0,0,1,0,1,0,1,37,28.4014,76.9225
independent,house,sector 7,3.1,13778.0,3,3,2,2.0,old property,2250.0,0,0,0,0,0,0,22,28.4644,77.0143
aipl joy square,flat,sector 63a,0.7,10101.0,1,1,No,6.0,relatively new,693.0,0,0,0,0,0,0,0,28.3923,77.0888
unitech vistas,flat,sector 70,0.53,4800.0,2,2,2,2.0,relatively new,991.0,0,0,0,0,1,0,16,28.3968,77.0233
dlf city plots,house,sector 26,17.0,37627.0,5,6,3,2.0,old property,4518.0,1,1,1,0,0,2,73,28.4757,77.1032
the center court,flat,sector 88a,2.1,12173.0,4,4,3,2.0,new property,1745.0,1,0,0,1,0,0,113,28.4347,76.9557
independent,house,sector 21,0.6,6173.0,3,3,2,3.0,old property,972.0,0,0,0,0,0,0,0,28.5134,77.0723
imperia the esfera,flat,sector 37c,1.4,5384.0,4,5,3,2.0,relatively new,2343.0,1,1,0,1,1,0,35,28.4515,76.9882
dlf new town heights,flat,sector 90,1.21,6243.0,3,3,3+,6.0,relatively new,1929.0,1,1,0,0,0,0,105,28.4085,76.9369
la vida by tata housing,flat,sector 113,2.35,10599.0,3,3,3,4.0,new property,2210.0,1,0,0,0,0,0,136,28.5287,77.0233
smart world orchard,flat,sector 61,2.45,15800.0,3,3,3,8.0,new property,1223.0,1,0,0,1,0,0,93,28.405,77.0963
godrej air,flat,sector 85,1.35,13632.0,2,2,3,2.0,relatively new,102.0,0,0,0,0,0,0,35,28.4042,76.9513
umang monsoon breeze,flat,sector 78,0.95,5491.0,3,3,2,2.0,relatively new,1730.0,0,0,0,0,0,2,45,28.3733,76.9729
signature the roselia,flat,sector 95,0.41,7293.0,2,2,2,12.0,new property,670.0,0,0,0,0,0,2,77,28.4172,76.9081
independent,house,sector 46,3.55,24500.0,5,4,3+,3.0,moderately new,1448.98,1,0,0,0,0,2,52,28.4374,77.0586
smart world orchard,flat,sector 61,2.55,15644.0,3,3,2,2.0,new property,1630.02,0,0,0,0,1,0,21,28.405,77.0963
shree vardhman victoria,flat,sector 70,1.15,8518.0,2,2,3,2.0,relatively new,1222.0,0,0,0,1,1,0,35,28.3968,77.0233
suncity essel towers,house,sector 28,8.95,17900.0,5,6,3+,4.0,moderately new,5000.0,0,0,0,0,0,0,0,28.4728,77.0865
tulip violet,flat,sector 69,3.05,9664.0,4,5,3+,10.0,relatively new,2856.0,1,0,0,0,1,0,35,28.3966,77.0341
umang winter hills,flat,sector 77,0.8,5961.0,2,2,2,2.0,relatively new,1163.0,0,0,0,0,0,2,35,28.3801,76.9845
independent,house,sector 21,1.6,11852.0,5,5,2,3.0,relatively new,120.0,0,0,0,0,0,0,0,28.5134,77.0723
"ganpati apartment  2, laxman vihar phase 1",flat,sector 4,0.45,4705.0,2,2,1,2.0,relatively new,944.0,0,0,0,0,0,0,46,28.4738,77.0107
emaar palm heights,flat,sector 77,1.75,11666.0,3,3,3+,8.0,relatively new,1900.0,1,0,0,0,0,0,77,28.3801,76.9845
tulip lemon,flat,sector 69,0.62,12863.0,2,2,1,4.0,relatively new,536.0,0,0,0,0,0,2,79,28.3966,77.0341
lig flat,flat,sector 40,1.5,5556.0,1,1,No,6.0,relatively new,300.0,0,0,0,0,0,0,0,28.4498,77.0567
chd avenue,flat,sector 71,1.12,6215.0,3,4,3,6.0,moderately new,1631.0,1,0,0,0,0,0,45,28.4104,77.0281
unitech uniworld gardens,flat,sector 47,2.4,11505.0,3,3,3+,6.0,moderately new,1888.0,1,0,0,0,0,2,91,28.4276,77.0492
bptp terra,flat,sector 37d,1.55,8558.0,3,3,3+,12.0,relatively new,1639.0,0,0,0,0,0,0,57,28.4478,76.9703
u block dlf phase 3 road no 21,house,sector 24,1.6,3292.0,7,5,3+,4.0,old property,540.0,0,0,0,0,0,0,0,28.4939,77.1038
experion the heartsong,flat,sector 108,1.36,6542.0,3,2,3+,2.0,relatively new,1343.0,1,0,0,1,0,2,69,28.5134,76.983
sbtl caladium,flat,sector 109,1.8,7072.0,3,3,3+,6.0,relatively new,2000.0,0,0,0,0,0,0,136,28.5073,77.0089
supertech araville,flat,sector 79,0.78,6023.0,2,2,3+,6.0,relatively new,1172.0,0,0,0,0,0,0,16,28.3624,76.9787
bestech park view sanskruti,flat,sector 92,1.55,7568.0,3,4,3,8.0,relatively new,1805.0,1,0,0,0,0,2,45,28.4079,76.9153
raheja vedaanta,flat,sector 108,0.85,4637.0,3,3,2,2.0,relatively new,1500.0,1,0,0,0,0,0,52,28.5134,76.983
dlf express greens,flat,manesar,1.5,6358.0,4,5,3+,10.0,new property,2135.0,1,0,0,0,0,0,24,28.3515,76.9428
spaze privvy the address,flat,sector 93,1.45,8033.0,3,4,2,12.0,relatively new,1350.0,0,0,0,0,0,2,75,28.4153,76.9326
independent,house,sector 31,3.5,24155.0,4,3,3,2.0,moderately new,1448.98,0,0,1,0,0,2,60,28.4528,77.0498
dlf alameda,house,sector 73,17.0,35109.0,5,8,3,3.0,relatively new,9000.0,1,1,1,1,0,1,73,28.4072,77.0118
m3m skywalk,flat,sector 74,2.25,12500.0,3,3,3,6.0,relatively new,1900.0,0,0,0,1,0,0,136,28.4158,77.0118
bestech park view ananda,flat,sector 81,1.35,7541.0,3,3,3+,10.0,old property,1989.0,0,0,0,0,0,0,90,28.3867,76.9485
godrej summit,flat,sector 104,0.85,5878.0,2,2,3+,8.0,relatively new,1269.0,0,0,0,1,0,0,57,28.4788,76.996
independent,house,sector 43,5.3,27390.0,3,9,3+,3.0,moderately new,1935.01,1,0,0,0,0,2,57,28.4629,77.0772
independent,house,sector 41,1.65,13750.0,1,1,0,1.0,relatively new,1200.0,0,0,0,0,0,0,0,28.4557,77.0632
orris aster court,flat,sector 85,0.93,5671.0,3,3,3,6.0,relatively new,1587.0,0,0,0,0,0,0,0,28.4042,76.9513
pivotal devaan,flat,sector 84,0.35,6003.0,2,2,1,8.0,relatively new,528.0,0,0,0,0,0,0,28,28.3979,76.9736
imperia elvedor,flat,sector 37c,0.55,8221.0,1,1,No,8.0,relatively new,669.0,0,0,0,0,0,0,0,28.4515,76.9882
dlf new town heights,flat,sector 86,1.4,5942.0,4,4,3+,10.0,relatively new,2132.0,1,1,0,0,0,0,43,28.3986,76.9384
bptp terra,flat,sector 37d,1.77,8078.0,4,3,3,6.0,relatively new,2025.0,1,1,0,1,1,0,35,28.4478,76.9703
nbcc heights,flat,sector 89,1.5,7058.0,3,3,3,8.0,relatively new,1923.0,1,0,0,1,0,0,83,28.4253,76.9439
vatika gurgaon,flat,sector 83,1.18,6801.0,3,3,2,6.0,relatively new,1618.0,0,0,0,0,0,0,21,28.3986,76.9647
bestech park view grand spa,flat,sector 81,2.91,9136.0,4,5,2,10.0,relatively new,3017.0,1,0,0,0,0,2,72,28.3867,76.9485
ats kocoon,flat,sector 109,1.65,10645.0,3,3,3,8.0,relatively new,1650.0,0,0,1,0,0,2,130,28.5073,77.0089
ramprastha the edge towers,flat,sector 37d,0.75,5319.0,2,2,3,8.0,moderately new,1410.0,0,0,0,0,0,0,54,28.4478,76.9703
birla navya,flat,sector 63a,2.1,16666.0,2,2,2,2.0,relatively new,1400.0,0,0,0,0,0,0,30,28.3923,77.0888
paras dews,flat,sector 106,1.25,10656.0,3,4,3,8.0,relatively new,1305.0,1,0,0,1,0,0,129,28.5007,77.0003
unitech espace,house,sector 50,11.0,40741.0,4,4,3+,2.0,moderately new,2699.98,1,0,0,0,0,2,66,28.4178,77.0628
central park resorts,flat,sector 48,9.3,24926.0,4,4,3+,8.0,moderately new,3831.0,1,1,1,1,0,2,59,28.4177,77.0359
satya element one,flat,sector 49,0.8,11111.0,1,1,1,4.0,relatively new,720.0,0,0,0,0,0,0,0,28.4121,77.048
m3m latitude,flat,sector 65,4.7,19747.0,3,3,3+,6.0,relatively new,2380.11,1,1,0,0,0,2,35,28.403,77.069
paras dews,flat,sector 106,1.05,7581.0,2,2,2,6.0,new property,1539.0,0,0,0,0,0,0,80,28.5007,77.0003
sobha city,flat,sector 108,2.9,14478.0,3,4,2,12.0,new property,2003.04,0,0,0,0,0,0,87,28.5134,76.983
tulip violet,flat,sector 69,1.3,8283.0,3,3,1,12.0,relatively new,1419.0,0,1,0,0,0,0,73,28.3966,77.0341
unitech fresco,flat,sector 50,1.14,8532.0,2,2,2,4.0,moderately new,1330.0,0,0,0,0,1,2,136,28.4178,77.0628
independent,house,sector 26,18.25,18250.0,7,9,3+,4.0,relatively new,11111.0,1,1,1,1,0,2,63,28.4757,77.1032
sare crescent parc,flat,sector 92,0.8,4210.0,4,3,2,10.0,relatively new,1719.0,0,0,0,0,1,0,29,28.4079,76.9153
la vida by tata housing,flat,sector 113,2.85,12855.0,3,3,3+,4.0,new property,2006.0,1,0,0,0,0,0,50,28.5287,77.0233
