Unnamed: 0,society,property_type,sector,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,pooja room,store room,study room,others,Washing Machine,Sofa,Wardrobe,Microwave,Chimney,Geyser,AC,Dining Table,Fan,Exhaust Fan,Curtains,Modular Kitchen,Bed,Fridge,Light,TV,Stove,Water Purifier,Cluster_Labels,luxury_score,area_room_ratio
99,smart world orchard,flat,sector 61,1.65,13750.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2,2,2,,,under construction,,,1200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,600.0
100,hcbs sports ville,flat,sohna road,0.24,7407.0,324.0178209801539,Carpet area: 324 (30.1 sq.m.),1,1,2,,North,new property,,,324.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,324.0178209801539
101,emaar palm premier,flat,sector 77,2.1,10500.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,4,3+,,,new property,2000.0,1600.0,1500.0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,1,1,0,0,10,0,1,0,1,100,666.6666666666666
102,godrej nature plus,flat,sector 33,1.9,9849.0,1929.129860899584,Carpet area: 1929 (179.21 sq.m.),3,3,3+,,,new property,,,1929.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,643.043286966528
103,godrej aria,flat,sector 79,1.1,11482.0,958.0212506531964,Super Built up area 89,2,2,3,,,new property,89.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,479.0106253265982
104,ramsons kshitij,flat,sector 95,0.32,4500.0,711.1111111111111,Super Built up area 700(65.03 sq.m.)Carpet area: 443.32 sq.ft. (41.19 sq.m.),2,2,1,,,relatively new,700.0,,443.32,0,0,0,0,1,1,0,2,0,1,1,1,1,3,0,1,1,0,1,10,1,1,1,2,23,355.55555555555554
105,conscient one,flat,sector 109,1.7,17617.0,964.9770108418004,Built Up area: 965 (89.65 sq.m.)Carpet area: 628 sq.ft. (58.34 sq.m.),1,1,2,,,Undefined,,965.0,628.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,964.9770108418004
106,pareena laxmi apartments,flat,sector 99a,0.32,6106.0,524.0746806419914,Super Built up area 524(48.68 sq.m.)Carpet area: 424.8 sq.ft. (39.47 sq.m.),2,2,2,2.0,,new property,524.0,,424.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,262.0373403209957
107,pyramid elite,flat,sector 86,0.45,7739.0,581.4704742214757,Carpet area: 581.41 (54.01 sq.m.),2,2,1,,,Undefined,,,581.3582389999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,290.73523711073784
108,raheja revanta,flat,sector 78,1.2,10018.0,1197.8438810141745,Super Built up area 1197.8(111.28 sq.m.)Carpet area: 505 sq.ft. (46.92 sq.m.),1,2,2,32.0,,under construction,1197.8,,505.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1197.8438810141745
109,m3m skycity,flat,sector 65,2.1,16030.0,1310.043668122271,Super Built up area 1310(121.7 sq.m.),2,2,2,,,new property,1310.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,655.0218340611355
111,not applicable,flat,sector 4,0.42,5600.0,750.0,Carpet area: 750 (69.68 sq.m.),2,2,1,,,relatively new,,,750.0,0,0,0,0,0,0,0,4,0,1,0,2,0,2,1,1,1,0,0,4,0,1,1,1,26,375.0
112,godrej nature plus,flat,sector 33,1.55,9955.0,1557.00652938222,Carpet area: 1557 (144.65 sq.m.),3,2,3+,,East,new property,,,1557.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,519.00217646074
113,ramprastha city,flat,dwarka expressway,1.3,9027.0,1440.1240722277612,Super Built up area 1440(133.78 sq.m.),3,3,2,,,under construction,1440.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.04135740925375
114,smartworld 1dxp,flat,sector 113,2.75,10589.0,2597.034658607989,Carpet area: 2597 (241.27 sq.m.),4,4,3+,,East,Undefined,,,2597.0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,2,35,649.2586646519973
115,ansal housing highland park,flat,sector 103,1.25,6443.0,1940.090020176936,Super Built up area 1940(180.23 sq.m.)Carpet area: 1056 sq.ft. (98.11 sq.m.),3,3,3+,2.0,North-East,new property,1940.0,,1056.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,646.6966733923119
116,czar mahira homes 63a,flat,sector 63a,0.42,7407.0,567.0311867152693,Carpet area: 567 (52.68 sq.m.),3,2,2,,,Undefined,,,567.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189.01039557175645
117,breez global heights,flat,sohna road,0.4,6420.0,623.0529595015577,Super Built up area 623(57.88 sq.m.)Carpet area: 599 sq.ft. (55.65 sq.m.),2,2,1,,North-East,new property,623.0,,599.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,311.52647975077883
118,trisara our homes 3,flat,sohna road,0.34,5405.0,629.0471785383904,Carpet area: 629 (58.44 sq.m.),2,2,1,,,new property,,,629.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314.5235892691952
119,m3m soulitude,flat,sector 89,1.25,8784.0,1423.0418943533698,Super Built up area 1423(132.2 sq.m.),3,3,3,,East,new property,1423.0,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,474.34729811778993
120,emaar mgf palm hills,flat,sector 77,1.5,12744.0,1177.0244821092278,Super Built up area 1450(134.71 sq.m.)Carpet area: 1177 sq.ft. (109.35 sq.m.),3,3,3,,North-East,relatively new,1450.0,,1177.0,0,0,0,0,0,0,0,10,0,1,2,4,0,5,0,0,1,0,0,33,0,1,1,1,68,392.3414940364093
121,ramprastha city,flat,dwarka expressway,1.3,9285.0,1400.1077005923532,Super Built up area 1400(130.06 sq.m.),3,3,2,,,under construction,1400.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.7025668641177
122,pareena coban residences,flat,sector 99a,1.6,8000.0,2000.0,Super Built up area 2000(185.81 sq.m.),3,3,3,,,under construction,2000.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,666.6666666666666
123,la vida by tata housing,flat,sector 113,1.5,11755.0,1276.0527435133986,Carpet area: 1276 (118.54 sq.m.),2,2,2,,,new property,,,1276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,638.0263717566993
124,la vida by tata housing,flat,sector 113,1.5,11755.0,1276.0527435133986,Super Built up area 1276(118.54 sq.m.),2,2,2,,,new property,1276.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,638.0263717566993
125,godrej summit premia towers,flat,sector 104,0.9,7149.0,1258.917331095258,Built Up area: 1259 (116.96 sq.m.),2,2,No,,,Undefined,,1259.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,629.458665547629
126,ardee city,flat,sector 52,1.5,9146.0,1640.0612289525477,Super Built up area 1640(152.36 sq.m.),4,4,3,,,old property,1640.0,,,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,52,410.0153072381369
127,m3m one key resiments,flat,sector 67,0.8,13115.0,609.9885627144491,Built Up area: 610 (56.67 sq.m.),1,1,No,,,Undefined,,610.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,609.9885627144491
128,ansal heights 86,flat,sector 86,1.25,7396.0,1690.1027582477016,Super Built up area 1690(157.01 sq.m.),3,2,1,,,new property,1690.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,563.3675860825672
129,mvn athens,flat,sohna road,0.26,5397.0,481.7491198814156,Carpet area: 481.74 (44.76 sq.m.),2,2,1,2.0,,relatively new,,,481.792164,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,1,0,0,3,0,0,0,0,28,240.8745599407078
130,signature the serenas,flat,sohna road,0.42,7909.0,531.0405866734101,Carpet area: 531 (49.33 sq.m.),2,2,1,12.0,,new property,,,531.0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0,1,1,1,0,9,0,0,0,0,37,265.52029333670504
131,sushant lok 1 builder floors,flat,sector 43,2.5,12920.0,1934.984520123839,Super Built up area 215(179.77 sq.m.),3,3,2,2.0,,new property,215.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,644.9948400412796
132,umang monsoon breeze,flat,sector 78,0.9,4615.0,1950.1625135427955,Super Built up area 1950(181.16 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1854 sq.ft. (172.24 sq.m.),3,3,2,,,moderately new,1950.0,1900.0,1854.0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,45,650.0541711809318
133,gls avenue 51,flat,sector 92,0.42,7106.0,591.049817056009,Carpet area: 591 (54.91 sq.m.),2,2,1,,East,relatively new,,,591.0,0,1,0,1,0,0,0,2,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,1,28,295.5249085280045
134,signature global solera,flat,sector 107,0.5,7692.0,650.0260010400416,Super Built up area 546(50.73 sq.m.),2,2,1,,,relatively new,546.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,325.0130005200208
135,supertech araville,flat,sector 79,0.9,5883.0,1529.8317185109638,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2,2,3,,,relatively new,1530.0,1450.0,1400.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,764.9158592554819
136,greenopolis,flat,sector 89,1.3,6806.0,1910.079341757273,Carpet area: 1910 (177.44 sq.m.),3,3,3+,,South-West,new property,,,1910.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,636.6931139190909
137,central park flower valley aqua front towers,flat,sector 33,1.7,9502.0,1789.0970322037465,Super Built up area 1789(166.2 sq.m.),3,3,3,12.0,,under construction,1789.0,,,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,16,596.3656774012488
138,sare homes,flat,sector 92,1.25,6200.0,2016.1290322580649,Built Up area: 2040 (189.52 sq.m.),4,3,No,,,Undefined,,2040.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,504.0322580645162
139,vatika sovereign next sector-82 a gurgaon,flat,sector 82a,2.91,6700.0,4343.2835820895525,Super Built up area 4350(404.13 sq.m.)Carpet area: 3480 sq.ft. (323.3 sq.m.),4,4,3,,East,under construction,4350.0,,3480.0,1,0,1,1,0,0,0,4,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,57,1085.8208955223881
140,bhagwati sadan,flat,sector 12,1.15,5750.0,2000.0,Super Built up area 2500(232.26 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1750 sq.ft. (162.58 sq.m.),3,4,2,2.0,,old property,2500.0,2000.0,1750.0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0,1,1,1,16,666.6666666666666
141,smart world gems,flat,sector 89,1.2,12526.0,958.0073447229762,Carpet area: 958 (89 sq.m.),3,3,3,,East,Undefined,,,958.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,98,319.3357815743254
142,micasa sec 68,flat,sohna road road,1.5,12244.0,1225.089839921594,Carpet area: 1225 (113.81 sq.m.),2,2,3,,,new property,,,1225.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,612.544919960797
143,eldeco accolade,flat,sohna road,1.3,7424.0,1751.0775862068965,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,,East,relatively new,1751.0,,1290.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,583.6925287356322
144,hero homes,flat,sector 104,1.75,10361.0,1689.0261557764695,Super Built up area 1689(156.91 sq.m.),3,3,3,2.0,,Undefined,1689.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,563.0087185921565
145,shyam sadan,flat,sector 3 phase 2,0.55,6470.0,850.0772797527048,Carpet area: 700 (65.03 sq.m.),2,2,1,,West,relatively new,,,700.0,0,0,0,1,0,0,0,2,0,1,1,1,0,5,0,0,1,0,0,12,0,0,1,1,60,425.0386398763524
146,m3m heights,flat,sector 65,2.5,13600.0,1838.235294117647,Super Built up area 1828(169.83 sq.m.),3,3,3,,,Undefined,1828.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,612.7450980392157
147,supertech hilltown,flat,sector 2,0.8,5556.0,1439.8848092152627,Built Up area: 1440 (133.78 sq.m.)Carpet area: 1080 sq.ft. (100.34 sq.m.),3,2,3,,,Undefined,,1440.0,1080.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,479.96160307175427
148,raheja vedaanta,flat,sector 108,0.7,4666.0,1500.2143163309045,Built Up area: 1468 (136.38 sq.m.)Carpet area: 1150 sq.ft. (106.84 sq.m.),2,2,1,,West,moderately new,,1468.0,1150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750.1071581654522
149,bptp terra,flat,sector 37d,1.95,14444.0,1350.0415397396844,Super Built up area 2191(203.55 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),4,3,3,,,Undefined,2191.0,1650.0,1350.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,37,337.5103849349211
150,green court,flat,sector 90,0.45,7188.0,626.0434056761269,Carpet area: 626 (58.16 sq.m.),2,2,1,2.0,,new property,,,626.0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0,1,0,0,6,0,0,0,1,28,313.02170283806345
151,m3m golf hills phase 1,flat,sector 79,1.7,10828.0,1570.003694126339,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3,2,3,,,Undefined,,1570.0,1099.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,523.3345647087797
152,pyramid urban homes 2,flat,sector 86,0.5,9615.0,520.0208008320333,Carpet area: 520 (48.31 sq.m.),2,2,1,,,relatively new,,,520.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,260.01040041601664
153,m3m heights,flat,sector 65,2.8,15000.0,1866.6666666666667,Super Built up area 1828(169.83 sq.m.),3,3,3,,North-East,Undefined,1828.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,622.2222222222223
154,godrej nature plus,flat,sector 33,1.45,15664.0,925.6894790602656,Built Up area: 118 Carpet area: 86 sq.m.,3,2,3+,,,under construction,,118.0,86.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,308.5631596867552
155,smart world orchard,flat,sector 61,2.2,13496.0,1630.1126259632483,Carpet area: 1630 (151.43 sq.m.),3,3,2,,,Undefined,,,1630.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,543.3708753210827
156,ashiana anmol,flat,sohna road,0.9,9463.0,951.0725985416886,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,,South,relatively new,1275.0,,951.0,0,0,0,0,0,1,1,4,0,1,2,0,0,4,1,1,1,1,0,10,0,1,1,2,98,475.5362992708443
157,signature signum 95a,flat,sector 95,0.4,7782.0,514.0066820868672,Carpet area: 514 (47.75 sq.m.),2,2,2,,East,new property,,,514.0,0,0,0,0,0,0,0,4,0,1,1,0,0,3,0,0,1,0,0,5,0,0,0,0,35,257.0033410434336
158,umang winter hills,flat,sector 77,1.35,7780.0,1735.2185089974294,Super Built up area 1735(161.19 sq.m.)Carpet area: 1199 sq.ft. (111.39 sq.m.),3,3,3+,,,new property,1735.0,,1199.0,0,0,1,0,0,0,0,3,0,1,4,4,0,5,1,0,1,0,0,15,0,1,1,1,74,578.4061696658098
159,aardhya homesh,flat,sector 67a,1.85,8043.0,2300.136764888723,Carpet area: 2300 (213.68 sq.m.),4,4,No,,East,Undefined,,,2300.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,575.0341912221808
160,rof ananda,flat,sector 95,0.25,6578.0,380.0547278808148,Super Built up area 380(35.3 sq.m.),1,1,1,,,new property,380.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380.0547278808148
161,smart world gems,flat,sector 89,0.88,7963.0,1105.111139017958,Carpet area: 1105 (102.66 sq.m.),2,2,3,2.0,,new property,,,1105.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,552.555569508979
162,assotech blith,flat,sector 99,1.15,6593.0,1744.2742302441984,Super Built up area 1365(126.81 sq.m.),2,2,2,2.0,,new property,1365.0,,,0,0,0,0,1,0,0,2,0,1,2,3,0,0,1,0,1,0,0,4,0,0,0,1,59,872.1371151220992
163,raheja vanya,flat,sector 99a,0.85,6789.0,1252.0253351008985,Super Built up area 1252(116.31 sq.m.),2,2,2,,West,new property,1252.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,626.0126675504492
164,vatika inxt floors,flat,sector 82a,0.75,7500.0,1000.0,Built Up area: 1000 (92.9 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,,,Undefined,,1000.0,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500.0
165,palam vihar society,flat,sector 2,3.35,7444.0,4500.268672756582,Carpet area: 4500 (418.06 sq.m.),4,4,3+,2.0,,new property,,,4500.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,59,1125.0671681891456
166,godrej oasis,flat,sector 88a,1.5,8108.0,1850.02466699556,Super Built up area 1850(171.87 sq.m.),3,3,3+,,North-East,new property,1850.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,24,616.67488899852
167,dlf new town heights,flat,sector 91,1.65,6345.0,2600.472813238771,Super Built up area 2364(219.62 sq.m.),4,4,3+,,West,moderately new,2364.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,650.1182033096927
168,dlf new town heights,flat,sector 91,2.0,6967.0,2870.676044208411,Super Built up area 2727(253.35 sq.m.),4,4,3+,,East,moderately new,2727.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,717.6690110521027
169,supertech hues,flat,sector 68,0.9,7627.0,1180.0183558410909,Carpet area: 1180 (109.63 sq.m.),2,2,2,,East,new property,,,1180.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,590.0091779205454
170,krrish florence estate,flat,sector 70,1.25,6703.0,1864.836640310309,Super Built up area 1865(173.26 sq.m.),3,3,3,,North-East,under construction,1865.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,621.6122134367696
171,piedmont taksila heights,flat,sector 37c,1.0,6506.0,1537.042729787888,Carpet area: 1537 (142.79 sq.m.),3,3,3+,,,relatively new,,,1537.0,0,0,0,0,0,0,0,2,0,1,2,2,0,6,0,0,0,0,0,6,0,0,1,1,35,512.3475765959627
172,experion heartsong,flat,dwarka expressway,1.08,6150.0,1756.0975609756097,Built Up area: 1758 (163.32 sq.m.),3,3,No,,,under construction,,1758.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,585.3658536585366
173,ss the leaf,flat,sector 85,2.15,8928.0,2408.1541218637994,Super Built up area 2408(223.71 sq.m.),3,5,3,2.0,,new property,2408.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,802.7180406212665
174,m3m urbana,flat,sector 67,1.0,12106.0,826.0366760284156,Built Up area: 826 (76.74 sq.m.),1,1,1,,South,relatively new,,826.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,826.0366760284156
175,aipl zen residences,flat,sector 70a,1.65,13074.0,1262.0468104635154,Super Built up area 1262(117.24 sq.m.),2,2,3,,North-West,new property,1262.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,631.0234052317577
176,dlf regal gardens,flat,sector 90,1.79,8081.0,2215.072392030689,Carpet area: 2215 (205.78 sq.m.),4,3,3+,,North-East,moderately new,,,2215.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,553.7680980076723
177,godrej air,flat,sector 85,1.8,13136.0,1370.2801461632157,Carpet area: 127.3,3,3,3,,,under construction,,,127.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,456.7600487210719
178,suncity vatsal valley,flat,gwal pahari,1.45,10139.0,1430.1213137390275,Built Up area: 1430 (132.85 sq.m.)Carpet area: 760 sq.ft. (70.61 sq.m.),3,3,3,,,under construction,,1430.0,760.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,35,476.70710457967584
179,project krishna colony,flat,sector 7,0.36,5142.0,700.1166861143524,Built Up area: 700 (65.03 sq.m.),2,2,1,,,relatively new,,700.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350.0583430571762
180,mvn athens,flat,sohna road,0.25,4258.0,587.1301080319399,Built Up area: 587 (54.53 sq.m.),2,2,1,,,relatively new,,587.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,293.56505401596996
181,m3m antalya hills,flat,sector 79,1.15,7496.0,1534.1515474919956,Super Built up area 1534(142.51 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 1103 sq.ft. (102.47 sq.m.),3,3,3+,,,Undefined,1534.0,1200.0,1103.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,511.38384916399855
182,central park flower valley,flat,sohna road road,1.65,17441.0,946.0466716358007,Carpet area: 946 (87.89 sq.m.),3,3,No,,,Undefined,,,946.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,315.3488905452669
183,m3m capital,flat,sector 113,2.9,12619.0,2298.1218797052065,Carpet area: 2298 (213.49 sq.m.),4,4,3+,,North,Undefined,,,2298.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,574.5304699263016
184,ansal heights,flat,sector 92,0.6,4546.0,1319.8416190057194,Super Built up area 1320(122.63 sq.m.),2,2,3,,,under construction,1320.0,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,659.9208095028597
185,malibu towne,flat,sector 47,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,No,,West,moderately new,,,2400.0,0,0,0,0,0,0,1,3,0,1,4,3,0,3,1,1,1,0,0,3,0,1,1,1,22,800.0
186,aipl zen residences,flat,sector 70a,1.25,9904.0,1262.1163166397416,Carpet area: 1262 (117.24 sq.m.),2,2,3,,,Undefined,,,1262.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,631.0581583198708
187,m3m heights,flat,sector 65,2.15,15003.0,1433.0467239885356,Built Up area: 1433 (133.13 sq.m.),2,2,3+,,East,Undefined,,1433.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39,716.5233619942678
188,hcbs sports ville,flat,sohna road,0.29,3970.0,730.4785894206549,Built Up area: 743 (69.03 sq.m.)Carpet area: 519 sq.ft. (48.22 sq.m.),2,2,1,,,Undefined,,743.0,519.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.23929471032744
189,hcbs sports ville,flat,sohna road,0.38,5067.0,749.9506611407144,Built Up area: 750 (69.68 sq.m.)Carpet area: 650 sq.ft. (60.39 sq.m.),2,2,2,,East,Undefined,,750.0,650.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,374.9753305703572
190,housing apna enclave,flat,sector 4,0.39,4105.0,950.0609013398296,Built Up area: 950 (88.26 sq.m.)Carpet area: 750 sq.ft. (69.68 sq.m.),2,2,1,,North-East,Undefined,,950.0,750.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,475.0304506699148
191,assotech blith,flat,sector 99,1.6,6667.0,2399.8800059997,Built Up area: 2400 (222.97 sq.m.),3,4,No,,,Undefined,,2400.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,799.9600019999001
192,pareena mi casa,flat,sector 68,1.7,8504.0,1999.0592662276576,Super Built up area 1999(185.71 sq.m.),4,4,3,2.0,,new property,1999.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,499.7648165569144
193,suncity heights,flat,sector 54,3.25,14118.0,2302.025782688766,Carpet area: 2302 (213.86 sq.m.),3,3,3+,,East,old property,,,2302.0,0,1,0,0,0,0,0,0,0,1,3,2,0,5,1,0,1,0,0,12,0,0,0,1,98,767.341927562922
194,lotus homz,flat,sector 111,0.6,8450.0,710.0591715976332,Carpet area: 710 (65.96 sq.m.),2,2,3,,East,new property,,,710.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,355.0295857988166
195,ramson kshitij sec-95 gurugram,flat,sector 95,0.27,2700.0,1000.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 550 sq.ft. (51.1 sq.m.),2,2,No,,West,Undefined,1000.0,,550.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,500.0
